home_team,away_team,home_score,away_score,point_spread,is_conference,is_neutral,home_advantage,off_eff_diff,def_eff_diff,adj_off_eff_diff,adj_def_eff_diff,efg_pct_diff,ts_pct_diff,threepar_diff,ftr_diff,luck_diff,net_rating_diff,rating_luck_interaction,shooting_strength_interaction
Niagara Purple Eagles,Duquesne Dukes,63,83,-20,0,0,-12.192307692307692,-12.138590231768632,8.02859787937544,-10.444601759122603,9.55639404407512,-0.0642951891234572,-0.0679809074992611,-0.048847460307722,-0.1283258849370644,0.4102146049273808,-20.000995803197725,-8.204700591562956,1.2859678078240715
Stetson Hatters,Rhode Island Rams,62,93,-31,0,0,-15.656565656565656,-6.4073952650416715,12.65298166832359,-7.260648653146163,16.660096022482293,-0.0087401383264181,-0.0201662519355936,0.0152044766799449,-0.037486697579421,0.3903374767757404,-23.920744675628455,-9.337163119281538,0.20907061733592197
Boston College Eagles,Florida Atlantic Owls,78,83,-5,0,0,-2.5606060606060614,-13.768129294885057,-2.9341139453696456,-9.287085766371703,-6.2448271293195745,-0.0700846552289684,-0.0686934636957774,0.0284503177852659,0.0262342223607708,0.1686393639804055,-3.0422586370521305,-0.5130445616163666,0.21321564769514986
North Carolina Central Eagles,NC State Wolfpack,66,114,-48,0,0,-5.111111111111111,-16.621392600453078,9.745371759575136,-19.85458748276453,18.436673555412227,-0.07462840914514,-0.0642214246631192,-0.1098207432023474,0.049403396349554,0.381306117679339,-38.29126103817675,-14.60069208751331,2.857615895440413
Central Arkansas Bears,North Carolina Tar Heels,54,94,-40,0,0,9.2,-9.274760580145738,3.628647633366029,-15.498182135012655,10.216160424728756,-0.0304067056521258,-0.0335737628311915,0.0710039743070364,-0.1310034419086574,-0.0957757741450922,-25.71434255974141,2.462811065291325,0.7818884452519882
Youngstown State Penguins,Pittsburgh Panthers,59,74,-15,0,0,12.676767676767676,4.08706128933396,-3.954195790499881,-6.060246537363938,1.690472774248434,0.0295692734584014,0.0341276655037826,0.0906759249266221,0.0032814379284742,-0.1888079684532794,-7.75071931161237,1.4633975672771318,-0.22918313882437882
Binghamton Bearcats,Syracuse Orange,47,85,-38,0,0,-16.281818181818185,-8.657192864332742,12.856082163667525,-14.15911307071515,21.3820292857621,-0.0361889572094722,-0.0075951256913949,-0.0371147347112418,0.053955476669341,0.2852742552025138,-35.54114235647725,-10.138972914790564,1.286196879914315
Charleston Southern Buccaneers,Virginia Tech Hokies,67,98,-31,0,0,16.13888888888889,-3.223689426695927,-1.385456883522437,-8.209733772195918,6.798023088082644,0.0208003178160836,-0.0034159042442948,0.13677280017645,-0.0865452316054579,-0.1761247477701487,-15.007756860278562,2.6432373916122804,-0.312166112400303
Western Carolina Catamounts,Cincinnati Bearcats,63,94,-31,0,0,1.5454545454545467,7.736288609429152,15.926369352212705,1.4305955742691907,21.54444679579572,0.0155884909848491,0.0164628522384672,-0.0470128081507215,-0.0428707175096051,0.2512157626794022,-20.11385122152653,-5.052916475035813,-0.3135445884373624
James Madison Dukes,Akron Zips,71,85,-14,0,0,-2.666666666666667,-15.506464546811928,8.410640153122117,-9.646546592372928,6.576329876816104,-0.0761915058002765,-0.0665775819870596,0.0247081053225871,0.0815139163487979,0.2424862285910115,-16.22287646918903,-3.933824131911512,1.236045386599385
Bryant Bulldogs,Siena Saints,66,82,-16,0,0,-11.666666666666668,-16.165661303706017,7.912878365878086,-12.364641144269896,9.34981864812596,-0.0504620650366233,-0.050500118402564,0.1754470802658147,-0.0410339664459996,0.2942438384191477,-21.714459792395857,-6.389345998512806,1.0957564822790216
Louisiana Ragin' Cajuns,Ball State Cardinals,64,75,-11,0,0,-16.694444444444446,-7.006610857084837,2.950859489779859,-3.003415751339176,-0.819677242050318,-0.0212668291183695,-0.0258176582338649,0.0513316887379511,-0.070370540081966,0.1735259703159622,-2.183738509288858,-0.37893534374068194,0.04644119371624909
Lafayette Leopards,Saint Joseph's Hawks,76,85,-9,0,0,-9.63888888888889,-4.613425409722993,7.479601687523015,-3.8006418375767623,9.326269002814598,0.0008874681969605,-0.0111597982961912,-0.0413916125183588,-0.0303947641788975,0.0213658193470847,-13.12691084039136,-0.2804672056010896,-0.011649715895183363
