team,home_game_id,away_game_id
Cincinnati Bearcats,"[401603538, 401577610, 401603398, 401603412, 401603433, 401603451, 401603456]","[401603537, 401577706, 401583753, 401593971, 401594230, 401593872, 401603539, 401577537, 401583788, 401600237, 401587222, 401603406, 401603420, 401603426, 401603441]"
Clemson Tigers,"[401583760, 401574551, 401604094, 401583604, 401604103, 401604119, 401604137, 401604148, 401604171]","[401583759, 401583849, 401583761, 401583762, 401583763, 401578015, 401583723, 401583764, 401604106, 401604120, 401604128, 401604159, 401604162]"
Colgate Raiders,"[401586911, 401584515]",[]
Colorado Buffaloes,[401583792],[401603138]
Colorado State Rams,"[401581584, 401581586]",[]
Columbia Lions,[401581156],[]
Coppin State Eagles,"[401584329, 401589736, 401577626, 401575487]",[]
Cornell Big Red,"[401586912, 401598580]",[]
Creighton Bluejays,"[401574837, 401574560, 401577596, 401599448, 401599469, 401599479, 401599493, 401599496]","[401574574, 401577597, 401577591, 401577592, 401577593, 401577594, 401581586, 401577595, 401599440, 401599475, 401599486, 401599499, 401599505, 401599513]"
Dartmouth Big Green,"[401576147, 401594555]",[]
Davidson Wildcats,[401583849],[401583847]
Dayton Flyers,"[401577531, 401581342, 401581549, 401577537]",[401581545]
DePaul Blue Demons,"[401575513, 401601488, 401599471, 401599476, 401599484, 401599495, 401599505, 401599518]","[401597892, 401581723, 401592850, 401574561, 401587157, 401597890, 401597891, 401588596, 401599444, 401597893, 401599479, 401599492, 401599501, 401599509, 401599514]"
Delaware Blue Hens,[401577609],[]
Delaware State Hornets,"[401581093, 401600439, 401583725]",[]
Denver Pioneers,[401593955],[]
Detroit Mercy Titans,"[401583595, 401581721, 401594543, 401583753]",[]
Drexel Dragons,"[401575474, 401604303]",[]
Duke Blue Devils,"[401576149, 401574555, 401604090, 401604110, 401604115, 401604144, 401604155, 401604165]","[401576147, 401576148, 401576150, 401576151, 401576152, 401576153, 401576154, 401576155, 401574497, 401604100, 401604121, 401604136, 401604148]"
Duquesne Dukes,[401574835],[]
East Carolina Pirates,[401575754],[401583616]
East Tennessee State Buccaneers,[401581164],[]
East Texas A&M Lions,"[401575509, 401588943, 401597885, 401578016]",[]
Eastern Illinois Panthers,"[401584510, 401575454, 401575450]",[]
Eastern Kentucky Colonels,"[401577646, 401591435]",[]
Eastern Michigan Eagles,"[401577631, 401581162]",[]
Eastern Washington Eagles,"[401593970, 401593971]",[]
Elon Phoenix,"[401581088, 401588317]",[]
Evansville Purple Aces,"[401587218, 401587222]",[]
Fairfield Stags,[401576156],[]
Fairleigh Dickinson Knights,"[401584517, 401587127]",[]
Florida A&M Rattlers,"[401574831, 401598901, 401575750, 401592853, 401575449, 401575468, 401577591]",[]
Florida Atlantic Owls,"[401581569, 401580310, 401581165]",[401581565]
Florida Gators,"[401581800, 401574554, 401575755, 401597120, 401597132, 401597141, 401597160, 401597168]","[401575426, 401575751, 401575749, 401575750, 401582118, 401575752, 401575753, 401575754, 401575756, 401575757, 401597109, 401597124, 401597147, 401597154]"
Florida Gulf Coast Eagles,"[401577553, 401577612, 401600443, 401593872]",[]
Florida International Panthers,"[401588937, 401575460]",[]
Florida State Seminoles,"[401575751, 401586906, 401603138, 401604092, 401604124, 401604131, 401604142, 401604164, 401604170]","[401586904, 401586905, 401574557, 401577577, 401586907, 401584346, 401586908, 401586909, 401604102, 401604107, 401604113, 401604137, 401604150]"
Fordham Rams,[401586895],[]
Fresno State Bulldogs,[401593953],[]
Furman Paladins,[401594527],[]
Gardner-Webb Runnin' Bulldogs,"[401594525, 401602630]",[]
George Mason Patriots,[401575520],[]
George Washington Revolutionaries,[401581076],[]
Georgetown Hoyas,"[401575488, 401574575, 401599438, 401599443, 401599488, 401599494, 401599507]","[401575486, 401574565, 401575479, 401575480, 401575482, 401575483, 401575484, 401575485, 401575487, 401599469, 401599476, 401599480, 401599500, 401599515]"
Georgia Bulldogs,"[401581515, 401574557, 401581587, 401597114, 401597133, 401597142, 401597154]","[401581089, 401594533, 401590879, 401581516, 401594531, 401594532, 401594534, 401594349, 401584347, 401594535, 401597121, 401597126, 401597149, 401597159, 401597167]"
Georgia Southern Eagles,"[401594618, 401592392, 401575522]",[]
Georgia State Panthers,[401593956],[]
Georgia Tech Yellow Jackets,"[401603537, 401594533, 401608453, 401581339, 401581554, 401604102, 401604121, 401604128, 401604149, 401604166]","[401594618, 401604272, 401582018, 401574547, 401604090, 401600099, 401581559, 401604108, 401604114, 401604138, 401604143, 401604156, 401604173]"
Gonzaga Bulldogs,[],"[401581596, 401575874, 401591373]"
Grambling Tigers,"[401575756, 401575446]",[]
Grand Canyon Lopes,[],[401601489]
Green Bay Phoenix,"[401575443, 401584355]",[]
Harvard Crimson,"[401581739, 401577615]",[]
Hawai'i Rainbow Warriors,[],"[401581554, 401581560]"
High Point Panthers,[401594534],[]
Hofstra Pride,"[401576154, 401587134]",[]
Holy Cross Crusaders,"[401593810, 401575480, 401587133]",[]
Houston Christian Huskies,"[401575515, 401593949, 401603541, 401578014, 401583729]",[]
Houston Cougars,"[401581343, 401581548, 401574562, 401603407, 401603415, 401603434, 401603446, 401603453]","[401575440, 401575434, 401575435, 401575436, 401581549, 401575437, 401575438, 401575439, 401575441, 401575442, 401603399, 401603423, 401603427, 401603442, 401603461]"
Howard Bison,"[401604272, 401600449]",[401603538]
IU Indianapolis Jaguars,[401594216],[]
Idaho State Bengals,[401575445],[]
Illinois Fighting Illini,"[401600296, 401575521, 401600313, 401600338, 401600349, 401600358]","[401584510, 401584511, 401574573, 401584512, 401584513, 401584514, 401580310, 401584515, 401584516, 401584517, 401600307, 401600325, 401600330, 401600344, 401600352, 401600369]"
Illinois State Redbirds,[401580112],[]
Incarnate Word Cardinals,[401583724],[]
Indiana Hoosiers,"[401601490, 401600299, 401600309, 401600320, 401600340, 401600352, 401600371]","[401577612, 401577613, 401577614, 401591374, 401577615, 401600294, 401577616, 401575457, 401577617, 401577618, 401577619, 401600315, 401600326, 401600335, 401600359, 401600367]"
Indiana State Sycamores,"[401594427, 401591430]",[]
Iowa Hawkeyes,"[401574574, 401600298, 401575447, 401600306, 401600332, 401600353, 401600359]","[401597398, 401600113, 401594611, 401586849, 401586852, 401584341, 401600304, 401598901, 401582137, 401588613, 401600316, 401600327, 401600343, 401600350, 401600364]"
Iowa State Cyclones,"[401581566, 401581335, 401574561, 401603402, 401603419, 401603429, 401603452, 401603462]","[401575447, 401581570, 401575443, 401575444, 401575445, 401575446, 401575448, 401575449, 401575450, 401574615, 401603407, 401603413, 401603438, 401603443]"
Jackson State Tigers,"[401581725, 401583817, 401575439, 401575484]",[]
Jacksonville Dolphins,"[401577554, 401577645, 401575465, 401577606]",[]
Jacksonville State Gamecocks,"[401584415, 401575471]",[]
James Madison Dukes,[401581835],[]
John Brown Golden Eagles,[401610179],[]
Kansas City Roos,"[401581803, 401575455]",[]
Kansas Jayhawks,"[401575457, 401575875, 401581595, 401603411, 401603422, 401603432, 401603443, 401603459]","[401575453, 401581599, 401575456, 401575451, 401575452, 401575454, 401574563, 401575455, 401575458, 401575459, 401603400, 401603414, 401603433, 401603447, 401603453]"
Kansas State Wildcats,"[401581517, 401584431, 401581588, 401603409, 401603416, 401603438, 401603442, 401603454]","[401574838, 401598958, 401590207, 401581158, 401574412, 401594603, 401587115, 401574568, 401577590, 401598975, 401603401, 401603421, 401603428, 401603448, 401603459]"
Kennesaw State Owls,"[401586904, 401577619]",[]
Kentucky Wildcats,"[401588941, 401575453, 401597109, 401597129, 401597144, 401597151, 401597171]","[401574549, 401581147, 401588940, 401588943, 401588944, 401577544, 401581847, 401588945, 401588946, 401580112, 401597118, 401597136, 401597142, 401597160, 401597163]"
LSU Tigers,"[401581550, 401574545, 401583730, 401597111, 401597123, 401597149, 401597150]","[401584408, 401584429, 401581342, 401581546, 401584340, 401584430, 401584431, 401584432, 401581792, 401584433, 401597117, 401597134, 401597139, 401597164]"
La Salle Explorers,"[401576151, 401588938]",[]
Lamar Cardinals,[401581792],[]
Le Moyne Dolphins,"[401600441, 401575479, 401584357]",[]
Lehigh Mountain Hawks,"[401583597, 401593811, 401600440, 401581159]",[]
Liberty Flames,[401584378],[]
Lindenwood Lions,"[401574830, 401575444]",[]
Lipscomb Bisons,"[401586909, 401593938, 401575464]",[]
Long Beach State Beach,"[401577629, 401597890]",[]
Long Island University Sharks,"[401576639, 401576641]",[]
Louisville Cardinals,"[401604095, 401597892, 401604105, 401604116, 401604132, 401604135, 401604159]","[401582026, 401594561, 401589736, 401591375, 401601490, 401598991, 401598960, 401594615, 401576687, 401588941, 401604109, 401604122, 401604144, 401604151, 401604164]"
Loyola Chicago Ramblers,[401577594],[401581585]
Loyola Maryland Greyhounds,"[401575749, 401594505]",[]
Maine Black Bears,"[401577571, 401575467]",[]
Manhattan Jaspers,"[401575452, 401591370]",[]
Marist Red Foxes,[401582015],[]
Marquette Golden Eagles,"[401574573, 401577601, 401599439, 401599477, 401599497, 401599501, 401599510, 401599515]","[401577603, 401581598, 401581595, 401574566, 401577598, 401577599, 401575876, 401577600, 401577604, 401599443, 401599448, 401599481, 401599489, 401599506]"
Marshall Thundering Herd,[401581847],[]
Maryland Eastern Shore Hawks,"[401582013, 401583592]",[]
Maryland Terrapins,"[401583847, 401583848, 401574576, 401600294, 401575806, 401600317, 401600330, 401600336, 401600350, 401600365]","[401577620, 401577621, 401577622, 401577623, 401600301, 401577624, 401577625, 401577626, 401600308, 401600324, 401600345, 401600355, 401600372]"
Massachusetts Minutemen,[],"[401581339, 401575475]"
McNeese Cowboys,[401577632],[]
Memphis Tigers,"[401580924, 401583601, 401583603, 401575514, 401581523]","[401583604, 401575432, 401581521, 401583605]"
Mercer Bears,"[401591432, 401594532]",[]
Merrimack Warriors,"[401577634, 401575752, 401583788, 401575485]",[]
Miami (OH) RedHawks,[401577638],[]
Miami Hurricanes,"[401574549, 401604112, 401604125, 401604140, 401604146, 401604157, 401604169]","[401588936, 401575461, 401588937, 401581515, 401581517, 401604091, 401576639, 401583792, 401588938, 401588939, 401584348, 401604103, 401604116, 401604131, 401604152, 401604163]"
Michigan State Spartans,"[401592391, 401600305, 401600318, 401600325, 401600345, 401600351, 401600373]","[401576149, 401581835, 401592369, 401574577, 401592370, 401592392, 401600300, 401592434, 401592435, 401592436, 401594427, 401600312, 401600331, 401600339, 401600360, 401600365]"
Michigan Wolverines,"[401574571, 401581525, 401577630, 401600304, 401600319, 401600324, 401600346, 401600360]","[401577627, 401577628, 401577629, 401580924, 401581522, 401600299, 401577631, 401575755, 401577632, 401600311, 401600333, 401600338, 401600353, 401600368]"
Milwaukee Panthers,[401581157],[]
Minnesota Golden Gophers,"[401598045, 401600297, 401600311, 401600326, 401600339, 401600354]","[401574616, 401592092, 401594539, 401600050, 401600442, 401579035, 401600302, 401600443, 401594216, 401588609, 401577571, 401600317, 401600332, 401600348, 401600366, 401600373]"
Mississippi State Bulldogs,"[401574547, 401597115, 401597136, 401597147, 401597157, 401597166]","[401581593, 401597987, 401597957, 401597983, 401587111, 401580928, 401606613, 401597984, 401597985, 401594433, 401597986, 401606614, 401597122, 401597127, 401597140, 401597155]"
Mississippi Valley State Delta Devils,"[401584408, 401584350, 401578012, 401604912, 401591369]",[]
Missouri State Bears,[401575469],[]
Missouri Tigers,"[401574546, 401594539, 401584516, 401575456, 401597118, 401597130, 401597145, 401597152, 401597169]","[401594537, 401583601, 401594538, 401583817, 401594540, 401594505, 401577587, 401587131, 401574421, 401597114, 401597128, 401597141, 401597162]"
Monmouth Hawks,"[401575470, 401583752, 401583749]",[]
Montana Grizzlies,[401575437],[]
Morehead State Eagles,"[401577641, 401597952, 401577617, 401591429]",[]
Morgan State Bears,"[401575433, 401593952]",[]
Mount St. Mary's Mountaineers,"[401577620, 401594347, 401594349, 401575482]",[]
Murray State Racers,[401594433],[]
NC State Wolfpack,"[401582151, 401582153, 401574550, 401604089, 401575523, 401604104, 401604122, 401604147, 401604154]","[401583589, 401583590, 401583591, 401583592, 401583593, 401583594, 401583595, 401604111, 401604117, 401604129, 401604139, 401604157, 401604166]"
NJIT Highlanders,"[401588936, 401581092]",[]
Nebraska Cornhuskers,"[401600302, 401574838, 401600314, 401600327, 401600337, 401600355, 401600369]","[401574830, 401574831, 401574832, 401574833, 401574834, 401574835, 401574836, 401574837, 401600305, 401574839, 401574840, 401600309, 401600321, 401600341, 401600347, 401600363]"
Nevada Wolf Pack,"[401581559, 401581553]",[]
New Hampshire Wildcats,"[401574603, 401574615, 401591371]",[]
New Mexico State Aggies,"[401598991, 401588940]",[]
New Orleans Privateers,"[401579035, 401577639, 401579033]",[]
Niagara Purple Eagles,"[401582011, 401584393]",[]
Nicholls Colonels,"[401577625, 401584429, 401606613, 401584438]",[]
Norfolk State Spartans,[401575525],[]
North Alabama Lions,"[401577618, 401587111, 401587115, 401587120]",[]
North Carolina A&T Aggies,"[401577552, 401575427]",[]
North Carolina Central Eagles,"[401575430, 401590879, 401575451]",[]
North Carolina Tar Heels,"[401580309, 401581147, 401578668, 401604101, 401604106, 401604117, 401604134, 401604150, 401604156]","[401583596, 401583597, 401583598, 401580922, 401581520, 401581524, 401574552, 401604092, 401583599, 401604123, 401604132, 401604141, 401604165, 401604171]"
North Dakota Fighting Hawks,"[401597398, 401574839]",[]
North Dakota State Bison,[401577592],[]
North Florida Ospreys,"[401584346, 401584348, 401584341, 401584340, 401584347]",[]
North Texas Mean Green,"[401581546, 401597986]",[401581341]
Northeastern Huskies,"[401575431, 401587129]",[]
Northern Arizona Lumberjacks,[401584359],[]
Northern Illinois Huskies,"[401581720, 401588613, 401577598, 401588596]",[]
Northern Iowa Panthers,[401580922],[401581519]
Northern Kentucky Norse,[401594230],[]
Northwestern State Demons,"[401584433, 401602358]",[]
Northwestern Wildcats,"[401581591, 401581593, 401581723, 401581724, 401600307, 401600322, 401600328, 401600341, 401600361, 401600366]","[401574590, 401577531, 401581719, 401581720, 401600295, 401581721, 401581722, 401581725, 401600318, 401600336, 401600349, 401600356]"
Notre Dame Fighting Irish,"[401582157, 401574548, 401604091, 401577603, 401604114, 401604127, 401604161, 401604167]","[401582011, 401582012, 401582155, 401582013, 401581766, 401575488, 401582014, 401582015, 401604096, 401604104, 401604110, 401604124, 401604146, 401604153]"
Oakland Golden Grizzlies,"[401577633, 401584511, 401592435, 401577608]",[]
Ohio State Buckeyes,"[401582160, 401600303, 401600315, 401600333, 401600347, 401600356, 401600364]","[401577633, 401575510, 401577634, 401577635, 401577636, 401577637, 401600297, 401577638, 401581146, 401577639, 401575478, 401600310, 401600323, 401600342, 401600358, 401600371]"
Oklahoma Sooners,"[401586849, 401586851, 401603410, 401603414, 401603426, 401603448, 401603457]","[401578668, 401584354, 401584349, 401584350, 401584351, 401584352, 401584353, 401574567, 401584355, 401574420, 401583752, 401603402, 401603424, 401603435, 401603444, 401603463]"
Oklahoma State Cowboys,"[401582156, 401597407, 401603408, 401603413, 401603428, 401603447, 401603461]","[401582157, 401600131, 401603540, 401579033, 401603541, 401574560, 401603542, 401594607, 401594585, 401603543, 401600246, 401603403, 401603422, 401603436, 401603445, 401603454]"
Old Dominion Monarchs,[401581855],[401581338]
Ole Miss Rebels,"[401593852, 401594545, 401597110, 401597134, 401597138, 401597153, 401597170]","[401574550, 401594542, 401593970, 401594543, 401594544, 401583603, 401594347, 401578030, 401591573, 401594546, 401594547, 401597120, 401597125, 401597148, 401597157, 401597165]"
Omaha Mavericks,"[401578010, 401581818]",[]
Oral Roberts Golden Eagles,"[401575512, 401594603, 401594606, 401594607]",[]
Oregon Ducks,[],"[401586913, 401577630, 401581587, 401582161]"
Oregon State Beavers,"[401582119, 401574834]",[401581799]
Penn State Nittany Lions,"[401581334, 401581567, 401581572, 401600301, 401600312, 401600329, 401600342, 401600362, 401600367]","[401608453, 401600439, 401600440, 401589378, 401597952, 401594483, 401600303, 401600441, 401594383, 401600319, 401600322, 401600334, 401600354]"
Pennsylvania Quakers,"[401588946, 401583801, 401575442]",[401584358]
Pepperdine Waves,[401576687],[]
Pittsburgh Panthers,"[401575473, 401604097, 401604109, 401604136, 401604143, 401604152]","[401577552, 401574591, 401577553, 401577554, 401581800, 401582119, 401574546, 401604094, 401577555, 401577556, 401577557, 401604101, 401604115, 401604130, 401604160, 401604167]"
Prairie View A&M Panthers,"[401575516, 401575448]",[]
Presbyterian Blue Hose,"[401581094, 401594069]",[]
Princeton Tigers,[401587164],[]
Providence Friars,"[401581516, 401581158, 401574567, 401599475, 401599482, 401599492, 401599502, 401599512, 401599517]","[401574572, 401581156, 401581157, 401581159, 401581160, 401581161, 401577663, 401577722, 401599439, 401599445, 401599472, 401599487, 401599507]"
Purdue Boilermakers,"[401575874, 401581598, 401600295, 401600308, 401600321, 401600335, 401600343, 401600357, 401600370]","[401577640, 401577641, 401574570, 401581594, 401577642, 401600298, 401577643, 401577644, 401577645, 401577646, 401600313, 401600329, 401600346, 401600361]"
Purdue Fort Wayne Mastodons,"[401577557, 401587157]",[]
Queens University Royals,"[401583723, 401574497]",[]
Quinnipiac Bobcats,[401575757],[]
Radford Highlanders,"[401583596, 401583764, 401575476]",[]
Rhode Island Rams,[401581161],[401581591]
Rice Owls,"[401583726, 401575438]",[]
Richmond Spiders,"[401593790, 401575753]",[]
Rider Broncs,"[401574832, 401577623, 401594383, 401577599]",[]
Robert Morris Colonials,"[401584412, 401577605]",[]
Rutgers Scarlet Knights,"[401581091, 401587130, 401597987, 401600310, 401600316, 401600331, 401600344, 401600368, 401600372]","[401587164, 401597961, 401600448, 401574575, 401600449, 401600079, 401600296, 401576641, 401589301, 401600320, 401600337, 401600357, 401600362]"
SE Louisiana Lions,"[401583795, 401584430, 401593951]",[]
SIU Edwardsville Cougars,[401594538],[]
SMU Mustangs,"[401586907, 401575489]","[401603135, 401575511]"
Sacred Heart Pioneers,"[401577721, 401577722]",[]
Saginaw Valley State Cardinals,[401581168],[]
Saint Francis Red Flash,[401589378],[]
Saint Joseph's Hawks,"[401577544, 401577546]",[]
Saint Louis Billikens,[401583594],[]
Saint Mary's Gaels,[],[401601493]
Saint Peter's Peacocks,"[401600079, 401587126]",[]
Sam Houston Bearkats,"[401594544, 401603540, 401597889]",[]
Samford Bulldogs,[401577640],[]
San Diego State Aztecs,[401593950],[]
San Francisco Dons,[401594554],"[401598045, 401601488]"
San José State Spartans,[401597886],[]
Santa Clara Broncos,[],[401582160]
Seton Hall Pirates,"[401586852, 401587131, 401574569, 401586850, 401599447, 401599472, 401599480, 401599485, 401599506, 401599509]","[401587130, 401587126, 401587127, 401582140, 401587128, 401587129, 401583749, 401599441, 401599477, 401599490, 401599496, 401599502]"
South Alabama Jaguars,"[401577622, 401591431]",[]
South Carolina Gamecocks,"[401583763, 401592850, 401601489, 401583616, 401597119, 401597128, 401597137, 401597158, 401597167]","[401581590, 401574548, 401592849, 401575391, 401581076, 401592851, 401592852, 401588317, 401592853, 401597115, 401597133, 401597144, 401597152, 401597170]"
South Carolina State Bulldogs,"[401577556, 401574840, 401594540, 401603543]",[]
South Carolina Upstate Spartans,"[401600050, 401592849, 401594551]",[]
South Dakota Coyotes,[401597891],[]
South Dakota State Jackrabbits,[401590207],[401590208]
South Florida Bulls,[401577577],[]
Southeast Missouri State Redhawks,[401581163],[]
Southern Illinois Salukis,[],[401597407]
Southern Indiana Screaming Eagles,"[401576152, 401592369]",[]
Southern Jaguars,"[401584513, 401597984, 401578009, 401577600]",[]
Southern Miss Golden Eagles,[401594546],[]
St. Bonaventure Bonnies,[],"[401582158, 401582156]"
St. John's Red Storm,"[401583793, 401574564, 401581341, 401581545, 401581551, 401599446, 401599478, 401599486, 401599490, 401599511]","[401574571, 401587132, 401587133, 401577721, 401586895, 401599442, 401587134, 401599470, 401599482, 401599497, 401599503, 401599516, 401599518]"
St. Thomas-Minnesota Tommies,[401577604],[]
Stanford Cardinal,"[401581522, 401580925]",[]
Stetson Hatters,"[401575436, 401575463, 401600237]",[]
Stonehill Skyhawks,"[401588939, 401589301, 401588944, 401589296]",[]
Stony Brook Seawolves,"[401574833, 401592436, 401587132]",[]
Syracuse Orange,"[401581596, 401581601, 401604093, 401575486, 401586913, 401604100, 401604123, 401604130, 401604158, 401604168]","[401574603, 401586910, 401586911, 401575873, 401574545, 401586912, 401584393, 401604097, 401604118, 401604140, 401604142, 401604154]"
TCU Horned Frogs,"[401578015, 401574565, 401581338, 401581560, 401603400, 401603420, 401603436, 401603439]","[401578009, 401578010, 401578011, 401578012, 401578013, 401578014, 401607342, 401581553, 401578016, 401603410, 401603415, 401603429, 401603449, 401603455]"
Tarleton State Texans,"[401575425, 401575524]",[]
Temple Owls,[],[401593852]
Tennessee Tech Golden Eagles,[401575517],[]
Tennessee Volunteers,"[401575873, 401574552, 401575518, 401581594, 401581599, 401597122, 401597126, 401597156, 401597163]","[401575523, 401575521, 401575517, 401575519, 401575520, 401575522, 401575524, 401575525, 401597110, 401597132, 401597143, 401597158]"
Texas A&M Aggies,"[401574553, 401575510, 401575511, 401581565, 401581570, 401575440, 401597116, 401597131, 401597139]","[401581334, 401575509, 401575512, 401575513, 401575514, 401575515, 401575516, 401597111, 401597129, 401597145, 401597153, 401597168]"
Texas A&M-Corpus Christi Islanders,"[401575435, 401597887, 401583731]",[]
Texas Longhorns,"[401591375, 401574566, 401603406, 401603418, 401603435, 401603440, 401603455]","[401583730, 401583724, 401583725, 401583726, 401601491, 401583727, 401583728, 401583729, 401583731, 401583732, 401583733, 401603404, 401603425, 401603430, 401603446, 401603462]"
Texas Southern Tigers,"[401575428, 401577642, 401577593]",[]
Texas State Bobcats,"[401584351, 401583728, 401575441]",[]
Texas Tech Red Raiders,"[401580923, 401581519, 401574559, 401603404, 401603423, 401603444, 401603449, 401603460]","[401581525, 401577968, 401597885, 401597886, 401597887, 401581818, 401594606, 401597888, 401597889, 401587120, 401603408, 401603416, 401603431, 401603456]"
The Citadel Bulldogs,"[401583589, 401582014]",[401593809]
Toledo Rockets,[401575477],[]
Towson Tigers,[401581547],[401581343]
Troy Trojans,[401591573],[]
Tulane Green Wave,[401597985],[]
Tulsa Golden Hurricane,[401603542],[]
UAB Blazers,[],"[401583760, 401583848]"
UAlbany Great Danes,[401582140],[]
UC Riverside Highlanders,[401583598],[]
UCF Knights,"[401575461, 401590208, 401614679, 401603401, 401603425, 401603427, 401603441]","[401594545, 401575460, 401575462, 401575463, 401575464, 401575465, 401575467, 401575468, 401574626, 401603411, 401603417, 401603437, 401603450, 401603457]"
UCLA Bruins,"[401581146, 401575876, 401575804]",[401575806]
UConn Huskies,"[401591374, 401601491, 401574563, 401591373, 401599441, 401599474, 401599483, 401599498, 401599516]","[401580309, 401584359, 401589296, 401591369, 401591370, 401591371, 401591372, 401599446, 401599471, 401599488, 401599493, 401599508, 401599512, 401599519]"
UIC Flames,[401577706],[]
UL Monroe Warhawks,[401575434],[]
UMBC Retrievers,"[401582026, 401577621, 401582137]",[]
UMass Lowell River Hawks,[401582018],[]
UNC Asheville Bulldogs,"[401577627, 401583797]",[]
UNC Greensboro Spartans,"[401594552, 401594526, 401583732]",[]
UNC Wilmington Seahawks,"[401588945, 401594529]",[]
UNLV Rebels,[],"[401586906, 401577596]"
USC Trojans,[401583798],"[401581588, 401586851, 401586850]"
UT Arlington Mavericks,"[401597888, 401583733]",[]
UT Martin Skyhawks,"[401583593, 401597983]",[]
UT Rio Grande Valley Vaqueros,"[401578011, 401584352]",[]
UTSA Roadrunners,[401592092],[]
Utah Utes,[401581344],"[401581548, 401593954, 401581551]"
VCU Rams,[],"[401581572, 401581335]"
VMI Keydets,[401575391],[]
Valparaiso Beacons,"[401584332, 401584512]",[]
Vanderbilt Commodores,"[401582154, 401577968, 401583605, 401597117, 401597125, 401597140, 401597161]","[401582151, 401574558, 401594069, 401594551, 401594552, 401574410, 401594553, 401594554, 401583810, 401594555, 401597112, 401597135, 401597156, 401597169, 401597171]"
Vermont Catamounts,[401584333],[]
