team,home_game_id,away_game_id
West Virginia Mountaineers,"[401482966, 401486747, 401485167, 401493377, 401493380, 401493395, 401493414, 401493418]","[401483331, 401486750, 401479711, 401483328, 401483329, 401483330, 401483333, 401483334, 401483335, 401483336, 401493388, 401493393, 401493403, 401493409, 401493424]"
Western Carolina Catamounts,"[401483358, 401483050]",[]
Western Illinois Leathernecks,[401485131],[]
Western Kentucky Hilltoppers,"[401488664, 401483224]",[]
Western Michigan Broncos,"[401483371, 401483427, 401483273]",[]
Wichita State Shockers,[401483285],"[401483201, 401492622]"
William & Mary Tribe,"[401482993, 401482970, 401482943]",[]
Winthrop Eagles,"[401483398, 401483041, 401485468]",[]
Wisconsin Badgers,"[401483423, 401486720, 401483424, 401484844, 401484877, 401484892, 401523790, 401484914, 401484930]","[401479676, 401483420, 401483421, 401483422, 401486724, 401484837, 401483425, 401483427, 401484871, 401484885, 401484898, 401484918, 401484936]"
Wofford Terriers,"[401485465, 401483253, 401483244]",[]
Wright State Raiders,[401488701],[]
Wyoming Cowboys,[401486449],[]
Xavier Musketeers,"[401486752, 401485174, 401485183, 401485195, 401485211, 401485226, 401485234, 401485237]","[401486746, 401479700, 401483033, 401485167, 401485103, 401485130, 401485140, 401485163, 401485180, 401485189, 401485198, 401485217, 401485221, 401485230, 401485244, 401485249]"
Yale Bulldogs,"[401487477, 401485168]",[]
Youngstown State Penguins,[401482956],[]
